account_id,cf_user_id,monthly_salary,avg_daily_spend,min_balance_eom,liquidity_ratio,discretionary_ratio,initial_vault_savings,high_yield_intent,cluster_id,persona_name,persona_th,persona_desc,recommended_sweep_pct,scam_vulnerability,vault_friction_level
ACC_0580,USER_0070,28000.0,561.11,-11192.7,-0.3997,0.2697,14222.08,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0581,USER_0071,32000.0,637.3,-9465.48,-0.2958,0.1937,3875.19,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0582,USER_0072,32000.0,638.68,-9406.56,-0.294,0.2109,15608.81,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0583,USER_0073,28000.0,645.23,-10947.73,-0.391,0.2815,4060.43,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0584,USER_0074,24000.0,613.66,-13209.55,-0.5504,0.2086,7645.21,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0585,USER_0075,20000.0,554.35,-14713.44,-0.7357,0.2257,6606.04,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0586,USER_0076,36000.0,582.86,-9995.24,-0.2776,0.2365,4952.41,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0587,USER_0077,36000.0,637.7,-10021.65,-0.2784,0.2955,9277.5,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0588,USER_0078,20000.0,614.68,-21204.17,-1.0602,0.257,5562.06,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0589,USER_0079,36000.0,553.41,-9508.11,-0.2641,0.2785,3503.58,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0590,USER_0080,36000.0,607.42,-8060.38,-0.2239,0.2005,15094.46,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0591,USER_0081,20000.0,634.91,-24672.96,-1.2336,0.2753,11017.72,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0592,USER_0082,28000.0,613.24,-8894.05,-0.3176,0.2405,4044.68,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0593,USER_0083,36000.0,626.15,-8888.03,-0.2469,0.1898,3886.42,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0594,USER_0084,32000.0,614.24,-9044.85,-0.2827,0.1863,5584.28,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0595,USER_0085,24000.0,595.74,-10057.54,-0.4191,0.2645,10326.3,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0596,USER_0086,24000.0,540.99,-10863.3,-0.4526,0.2156,4412.6,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0597,USER_0087,36000.0,584.67,-8072.0,-0.2242,0.2073,13337.38,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0598,USER_0088,24000.0,554.85,-9464.05,-0.3943,0.193,14774.7,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0599,USER_0089,36000.0,641.46,-10898.29,-0.3027,0.2874,13230.77,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0600,USER_0090,20000.0,682.37,-31174.33,-1.5587,0.2155,2517.88,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0601,USER_0091,32000.0,564.01,-8444.32,-0.2639,0.2859,4217.71,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0602,USER_0092,32000.0,577.47,-12735.33,-0.398,0.2468,9536.64,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0603,USER_0093,20000.0,647.18,-28072.93,-1.4036,0.2868,3032.03,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0604,USER_0094,20000.0,629.01,-25691.59,-1.2846,0.2197,6671.92,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0605,USER_0095,20000.0,598.3,-19351.28,-0.9676,0.2141,7850.56,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0606,USER_0096,24000.0,599.79,-13720.25,-0.5717,0.1925,5814.13,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0607,USER_0097,28000.0,584.78,-8990.13,-0.3211,0.2013,16786.31,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0608,USER_0098,36000.0,605.27,-12153.62,-0.3376,0.2741,13364.31,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0609,USER_0099,20000.0,607.81,-21833.02,-1.0917,0.2185,13854.95,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0610,USER_0100,24000.0,624.73,-16326.81,-0.6803,0.2188,7418.7,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0611,USER_0101,36000.0,595.56,-12694.04,-0.3526,0.2358,6900.94,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0612,USER_0102,20000.0,594.44,-19057.47,-0.9529,0.2124,4295.55,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0613,USER_0103,32000.0,667.23,-12619.99,-0.3944,0.2975,14607.93,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0614,USER_0104,24000.0,585.08,-10934.03,-0.4556,0.1956,15463.14,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0615,USER_0105,28000.0,641.08,-10121.42,-0.3615,0.2287,17245.79,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0616,USER_0106,20000.0,541.29,-13242.89,-0.6621,0.2314,14338.95,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0617,USER_0107,24000.0,633.8,-15498.9,-0.6458,0.19,14012.16,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0618,USER_0108,24000.0,601.94,-11935.62,-0.4973,0.2526,2717.17,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0619,USER_0109,24000.0,632.0,-19430.48,-0.8096,0.2678,5293.77,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0620,USER_0110,24000.0,571.45,-7813.27,-0.3256,0.1423,14903.69,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0621,USER_0111,36000.0,594.49,-9878.37,-0.2744,0.2843,6664.12,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0622,USER_0112,20000.0,584.21,-17563.18,-0.8782,0.2607,12570.51,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0623,USER_0113,36000.0,569.47,-5857.0,-0.1627,0.1481,13259.69,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0624,USER_0114,28000.0,683.55,-14596.72,-0.5213,0.2601,3684.17,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0625,USER_0115,36000.0,584.84,-7845.83,-0.2179,0.256,6200.36,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0626,USER_0116,28000.0,648.89,-10578.34,-0.3778,0.1849,2219.16,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0627,USER_0117,32000.0,645.56,-8487.29,-0.2652,0.2135,5402.92,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0628,USER_0118,20000.0,568.59,-14350.34,-0.7175,0.1878,3215.91,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0629,USER_0119,36000.0,656.37,-12996.49,-0.361,0.2589,17183.06,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0630,USER_0120,24000.0,607.87,-13818.8,-0.5758,0.2958,2857.62,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0631,USER_0121,28000.0,604.03,-9702.74,-0.3465,0.2518,11999.05,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0632,USER_0122,20000.0,600.8,-20249.34,-1.0125,0.21,15304.84,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0633,USER_0123,20000.0,590.5,-20552.59,-1.0276,0.3029,5271.18,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0634,USER_0124,24000.0,612.0,-15525.02,-0.6469,0.2457,16173.15,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0635,USER_0125,24000.0,591.8,-13222.85,-0.551,0.2653,15771.8,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0636,USER_0126,36000.0,635.18,-9637.52,-0.2677,0.2451,9131.35,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0637,USER_0127,36000.0,624.64,-9519.57,-0.2644,0.2277,9207.18,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0638,USER_0128,28000.0,598.24,-9464.52,-0.338,0.2462,9058.39,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0639,USER_0129,32000.0,554.95,-7722.75,-0.2413,0.1878,8633.34,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0640,USER_0130,36000.0,608.24,-8045.37,-0.2235,0.2334,9847.49,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0641,USER_0131,36000.0,629.17,-7616.31,-0.2116,0.1841,4772.49,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0642,USER_0132,28000.0,651.34,-11218.99,-0.4007,0.223,10577.79,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0643,USER_0133,24000.0,613.19,-14500.75,-0.6042,0.2151,10901.54,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0644,USER_0134,36000.0,634.65,-7800.5,-0.2167,0.1775,10891.73,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
